,Unnamed: 0,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe_x,Rota_x,esta_x,existe_y,Rota_y,esta_y,file,animal_count,error
16,16,Sauce,2020,S1,guanaco,2.0,0-S1- (19).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (19).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (19).JPG,1.0,
17,17,Sauce,2020,S1,guanaco,2.0,0-S1- (20).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (20).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (20).JPG,1.0,
18,18,Sauce,2020,S1,guanaco,2.0,0-S1- (21).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (21).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (21).JPG,1.0,
19,19,Sauce,2020,S1,guanaco,2.0,0-S1- (22).JPG,2020-02-07,13:52,Muestreo ct sauce/CT S 2020/S1/0-S1- (22).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (22).JPG,2.0,
20,20,Sauce,2020,S1,guanaco,1.0,0-S1- (23).JPG,2020-02-07,14:00,Muestreo ct sauce/CT S 2020/S1/0-S1- (23).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (23).JPG,1.0,
21,21,Sauce,2020,S1,guanaco,1.0,0-S1- (24).JPG,2020-02-08,14:41,Muestreo ct sauce/CT S 2020/S1/0-S1- (24).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (24).JPG,1.0,
22,22,Sauce,2020,S1,guanaco,1.0,0-S1- (25).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (25).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (25).JPG,1.0,
23,23,Sauce,2020,S1,guanaco,1.0,0-S1- (26).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (26).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (26).JPG,1.0,
24,24,Sauce,2020,S1,guanaco,1.0,0-S1- (27).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (27).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (27).JPG,1.0,
25,25,Sauce,2020,S1,guanaco,1.0,0-S1- (28).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (28).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (28).JPG,1.0,
26,26,Sauce,2020,S1,guanaco,4.0,0-S1- (29).JPG,2020-02-09,12:53,Muestreo ct sauce/CT S 2020/S1/0-S1- (29).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (29).JPG,4.0,
27,27,Sauce,2020,S1,guanaco,4.0,0-S1- (30).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (30).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (30).JPG,5.0,
28,28,Sauce,2020,S1,guanaco,4.0,0-S1- (31).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (31).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (31).JPG,6.0,
29,29,Sauce,2020,S1,guanaco,4.0,0-S1- (32).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (32).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (32).JPG,7.0,
30,30,Sauce,2020,S1,guanaco,4.0,0-S1- (33).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (33).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (33).JPG,5.0,
31,31,Sauce,2020,S1,guanaco,4.0,0-S1- (34).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (34).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (34).JPG,3.0,
32,32,Sauce,2020,S1,guanaco,3.0,0-S1- (35).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (35).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (35).JPG,2.0,
33,33,Sauce,2020,S1,guanaco,3.0,0-S1- (36).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (36).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (36).JPG,2.0,
34,34,Sauce,2020,S1,guanaco,3.0,0-S1- (37).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (37).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (37).JPG,2.0,
35,35,Sauce,2020,S1,guanaco,3.0,0-S1- (38).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (38).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (38).JPG,2.0,
36,36,Sauce,2020,S1,guanaco,1.0,0-S1- (39).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (39).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (39).JPG,1.0,
37,37,Sauce,2020,S1,guanaco,1.0,0-S1- (40).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (40).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (40).JPG,1.0,
38,38,Sauce,2020,S1,guanaco,1.0,0-S1- (41).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (41).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (41).JPG,1.0,
39,39,Sauce,2020,S1,guanaco,1.0,0-S1- (42).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (42).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (42).JPG,2.0,
40,40,Sauce,2020,S1,guanaco,1.0,0-S1- (43).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (43).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (43).JPG,1.0,
41,41,Sauce,2020,S1,guanaco,1.0,0-S1- (44).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (44).JPG,True,False,True,True,False,True,,0.0,detector
42,42,Sauce,2020,S1,guanaco,1.0,0-S1- (45).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (45).JPG,True,False,True,True,False,True,,0.0,detector
43,43,Sauce,2020,S1,guanaco,1.0,0-S1- (46).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (46).JPG,True,False,True,True,False,True,,0.0,detector
44,44,Sauce,2020,S1,guanaco,1.0,0-S1- (47).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (47).JPG,True,False,True,True,False,True,,0.0,detector
45,45,Sauce,2020,S1,guanaco,1.0,0-S1- (48).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (48).JPG,True,False,True,True,False,True,,0.0,detector
46,46,Sauce,2020,S1,guanaco,3.0,0-S1- (49).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (49).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (49).JPG,2.0,
47,47,Sauce,2020,S1,guanaco,3.0,0-S1- (50).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (50).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (50).JPG,2.0,
48,48,Sauce,2020,S1,guanaco,3.0,0-S1- (51).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (51).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (51).JPG,2.0,
49,49,Sauce,2020,S1,guanaco,3.0,0-S1- (52).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (52).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (52).JPG,2.0,
50,50,Sauce,2020,S1,guanaco,3.0,0-S1- (53).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (53).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (53).JPG,2.0,
51,51,Sauce,2020,S1,guanaco,3.0,0-S1- (54).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (54).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (54).JPG,2.0,
52,52,Sauce,2020,S1,guanaco,3.0,0-S1- (55).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (55).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (55).JPG,3.0,
53,53,Sauce,2020,S1,guanaco,3.0,0-S1- (56).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (56).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (56).JPG,3.0,
54,54,Sauce,2020,S1,guanaco,3.0,0-S1- (57).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (57).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (57).JPG,3.0,
55,55,Sauce,2020,S1,guanaco,3.0,0-S1- (58).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (58).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (58).JPG,3.0,
56,56,Sauce,2020,S1,guanaco,2.0,0-S1- (59).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (59).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (59).JPG,2.0,
57,57,Sauce,2020,S1,guanaco,2.0,0-S1- (60).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (60).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (60).JPG,2.0,
58,58,Sauce,2020,S1,guanaco,2.0,0-S1- (61).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (61).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (61).JPG,2.0,
59,59,Sauce,2020,S1,guanaco,2.0,0-S1- (62).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (62).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (62).JPG,2.0,
60,60,Sauce,2020,S1,guanaco,2.0,0-S1- (63).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (63).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (63).JPG,2.0,
61,61,Sauce,2020,S1,guanaco,2.0,0-S1- (64).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (64).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (64).JPG,2.0,
62,62,Sauce,2020,S1,guanaco,2.0,0-S1- (65).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (65).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (65).JPG,2.0,
63,63,Sauce,2020,S1,guanaco,2.0,0-S1- (66).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (66).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (66).JPG,2.0,
64,64,Sauce,2020,S1,guanaco,2.0,0-S1- (67).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (67).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (67).JPG,2.0,
65,65,Sauce,2020,S1,guanaco,1.0,0-S1- (68).JPG,2020-02-09,14:46,Muestreo ct sauce/CT S 2020/S1/0-S1- (68).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (68).JPG,1.0,
66,66,Sauce,2020,S1,guanaco,1.0,0-S1- (69).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (69).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (69).JPG,1.0,
67,67,Sauce,2020,S1,guanaco,1.0,0-S1- (70).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (70).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (70).JPG,1.0,
68,68,Sauce,2020,S1,guanaco,1.0,0-S1- (71).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (71).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (71).JPG,1.0,
69,69,Sauce,2020,S1,guanaco,2.0,0-S1- (72).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (72).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (72).JPG,2.0,
70,70,Sauce,2020,S1,guanaco,2.0,0-S1- (73).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (73).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (73).JPG,2.0,
71,71,Sauce,2020,S1,guanaco,2.0,0-S1- (74).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (74).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (74).JPG,2.0,
72,72,Sauce,2020,S1,guanaco,2.0,0-S1- (75).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (75).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (75).JPG,2.0,
73,73,Sauce,2020,S1,guanaco,2.0,0-S1- (1).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (1).JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/0-S1- (1).JPG,2.0,
74,74,Sauce,2020,S1,guanaco,1.0,IMG_0001.JPG,2020-02-11,10:12,Muestreo ct sauce/CT S 2020/S1/IMG_0001.JPG,True,True,True,,,,,,
75,75,Sauce,2020,S1,guanaco,1.0,IMG_0005.JPG,2020-02-11,10:12,Muestreo ct sauce/CT S 2020/S1/IMG_0005.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0005.JPG,1.0,
76,76,Sauce,2020,S1,guanaco,1.0,IMG_0006.JPG,2020-02-11,10:13,Muestreo ct sauce/CT S 2020/S1/IMG_0006.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0006.JPG,1.0,
77,77,Sauce,2020,S1,guanaco,1.0,IMG_0011.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0011.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0011.JPG,1.0,
78,78,Sauce,2020,S1,guanaco,1.0,IMG_0012.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0012.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0012.JPG,1.0,
79,79,Sauce,2020,S1,guanaco,1.0,IMG_0013.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0013.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0013.JPG,1.0,
80,80,Sauce,2020,S1,guanaco,1.0,IMG_0014.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0014.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0014.JPG,1.0,
81,81,Sauce,2020,S1,guanaco,3.0,IMG_0021.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0021.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0021.JPG,1.0,
82,82,Sauce,2020,S1,guanaco,3.0,IMG_0022.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0022.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0022.JPG,2.0,
83,83,Sauce,2020,S1,guanaco,3.0,IMG_0023.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0023.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0023.JPG,2.0,
84,84,Sauce,2020,S1,guanaco,3.0,IMG_0024.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0024.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0024.JPG,1.0,
85,85,Sauce,2020,S1,guanaco,3.0,IMG_0025.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0025.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0025.JPG,2.0,
86,86,Sauce,2020,S1,guanaco,3.0,IMG_0026.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0026.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0026.JPG,3.0,
87,87,Sauce,2020,S1,guanaco,3.0,IMG_0027.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0027.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0027.JPG,3.0,
88,88,Sauce,2020,S1,guanaco,3.0,IMG_0028.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0028.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0028.JPG,3.0,
89,89,Sauce,2020,S1,guanaco,3.0,IMG_0029.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0029.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0029.JPG,3.0,
90,90,Sauce,2020,S1,guanaco,3.0,IMG_0030.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0030.JPG,True,True,True,,,,,,
91,91,Sauce,2020,S1,guanaco,3.0,IMG_0031.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0031.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0031.JPG,3.0,
92,92,Sauce,2020,S1,guanaco,3.0,IMG_0032.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0032.JPG,True,True,True,,,,,,
93,93,Sauce,2020,S1,guanaco,3.0,IMG_0033.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0033.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0033.JPG,3.0,
94,94,Sauce,2020,S1,guanaco,2.0,IMG_0034.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0034.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0034.JPG,2.0,
95,95,Sauce,2020,S1,guanaco,2.0,IMG_0035.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0035.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0035.JPG,2.0,
96,96,Sauce,2020,S1,guanaco,2.0,IMG_0036.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0036.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0036.JPG,2.0,
97,97,Sauce,2020,S1,guanaco,2.0,IMG_0037.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0037.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0037.JPG,2.0,
98,98,Sauce,2020,S1,guanaco,2.0,IMG_0038.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0038.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0038.JPG,2.0,
99,99,Sauce,2020,S1,guanaco,2.0,IMG_0039.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0039.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0039.JPG,2.0,
100,100,Sauce,2020,S1,guanaco,2.0,IMG_0040.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0040.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0040.JPG,2.0,
101,101,Sauce,2020,S1,guanaco,2.0,IMG_0041.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0041.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0041.JPG,2.0,
102,102,Sauce,2020,S1,guanaco,2.0,IMG_0042.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0042.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0042.JPG,2.0,
103,103,Sauce,2020,S1,guanaco,2.0,IMG_0043.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0043.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0043.JPG,2.0,
104,104,Sauce,2020,S1,guanaco,2.0,IMG_0044.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0044.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0044.JPG,2.0,
105,105,Sauce,2020,S1,guanaco,2.0,IMG_0045.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0045.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0045.JPG,2.0,
106,106,Sauce,2020,S1,guanaco,2.0,IMG_0046.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0046.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0046.JPG,2.0,
107,107,Sauce,2020,S1,guanaco,2.0,IMG_0047.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0047.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0047.JPG,2.0,
108,108,Sauce,2020,S1,guanaco,2.0,IMG_0048.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0048.JPG,True,False,True,True,False,True,Muestreo ct sauce/CT S 2020/S1/IMG_0048.JPG,2.0,
