,Unnamed: 0,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe,Rota,esta,Categoria
15,15,Sauce,2020,S1,guanaco,2.0,0-S1- (18).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (18).JPG,True,False,True,Mamifero Herbivoro
16,16,Sauce,2020,S1,guanaco,2.0,0-S1- (19).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (19).JPG,True,False,True,Mamifero Herbivoro
17,17,Sauce,2020,S1,guanaco,2.0,0-S1- (20).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (20).JPG,True,False,True,Mamifero Herbivoro
18,18,Sauce,2020,S1,guanaco,2.0,0-S1- (21).JPG,2020-02-07,13:51,Muestreo ct sauce/CT S 2020/S1/0-S1- (21).JPG,True,False,True,Mamifero Herbivoro
19,19,Sauce,2020,S1,guanaco,2.0,0-S1- (22).JPG,2020-02-07,13:52,Muestreo ct sauce/CT S 2020/S1/0-S1- (22).JPG,True,False,True,Mamifero Herbivoro
20,20,Sauce,2020,S1,guanaco,1.0,0-S1- (23).JPG,2020-02-07,14:00,Muestreo ct sauce/CT S 2020/S1/0-S1- (23).JPG,True,False,True,Mamifero Herbivoro
21,21,Sauce,2020,S1,guanaco,1.0,0-S1- (24).JPG,2020-02-08,14:41,Muestreo ct sauce/CT S 2020/S1/0-S1- (24).JPG,True,False,True,Mamifero Herbivoro
22,22,Sauce,2020,S1,guanaco,1.0,0-S1- (25).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (25).JPG,True,False,True,Mamifero Herbivoro
23,23,Sauce,2020,S1,guanaco,1.0,0-S1- (26).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (26).JPG,True,False,True,Mamifero Herbivoro
24,24,Sauce,2020,S1,guanaco,1.0,0-S1- (27).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (27).JPG,True,False,True,Mamifero Herbivoro
25,25,Sauce,2020,S1,guanaco,1.0,0-S1- (28).JPG,2020-02-09,12:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (28).JPG,True,False,True,Mamifero Herbivoro
26,26,Sauce,2020,S1,guanaco,4.0,0-S1- (29).JPG,2020-02-09,12:53,Muestreo ct sauce/CT S 2020/S1/0-S1- (29).JPG,True,False,True,Mamifero Herbivoro
27,27,Sauce,2020,S1,guanaco,4.0,0-S1- (30).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (30).JPG,True,False,True,Mamifero Herbivoro
28,28,Sauce,2020,S1,guanaco,4.0,0-S1- (31).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (31).JPG,True,False,True,Mamifero Herbivoro
29,29,Sauce,2020,S1,guanaco,4.0,0-S1- (32).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (32).JPG,True,False,True,Mamifero Herbivoro
30,30,Sauce,2020,S1,guanaco,4.0,0-S1- (33).JPG,2020-02-09,12:54,Muestreo ct sauce/CT S 2020/S1/0-S1- (33).JPG,True,False,True,Mamifero Herbivoro
31,31,Sauce,2020,S1,guanaco,4.0,0-S1- (34).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (34).JPG,True,False,True,Mamifero Herbivoro
32,32,Sauce,2020,S1,guanaco,3.0,0-S1- (35).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (35).JPG,True,False,True,Mamifero Herbivoro
33,33,Sauce,2020,S1,guanaco,3.0,0-S1- (36).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (36).JPG,True,False,True,Mamifero Herbivoro
34,34,Sauce,2020,S1,guanaco,3.0,0-S1- (37).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (37).JPG,True,False,True,Mamifero Herbivoro
35,35,Sauce,2020,S1,guanaco,3.0,0-S1- (38).JPG,2020-02-09,12:59,Muestreo ct sauce/CT S 2020/S1/0-S1- (38).JPG,True,False,True,Mamifero Herbivoro
36,36,Sauce,2020,S1,guanaco,1.0,0-S1- (39).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (39).JPG,True,False,True,Mamifero Herbivoro
37,37,Sauce,2020,S1,guanaco,1.0,0-S1- (40).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (40).JPG,True,False,True,Mamifero Herbivoro
38,38,Sauce,2020,S1,guanaco,1.0,0-S1- (41).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (41).JPG,True,False,True,Mamifero Herbivoro
39,39,Sauce,2020,S1,guanaco,1.0,0-S1- (42).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (42).JPG,True,False,True,Mamifero Herbivoro
40,40,Sauce,2020,S1,guanaco,1.0,0-S1- (43).JPG,2020-02-09,14:23,Muestreo ct sauce/CT S 2020/S1/0-S1- (43).JPG,True,False,True,Mamifero Herbivoro
41,41,Sauce,2020,S1,guanaco,1.0,0-S1- (44).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (44).JPG,True,False,True,Mamifero Herbivoro
42,42,Sauce,2020,S1,guanaco,1.0,0-S1- (45).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (45).JPG,True,False,True,Mamifero Herbivoro
43,43,Sauce,2020,S1,guanaco,1.0,0-S1- (46).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (46).JPG,True,False,True,Mamifero Herbivoro
44,44,Sauce,2020,S1,guanaco,1.0,0-S1- (47).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (47).JPG,True,False,True,Mamifero Herbivoro
45,45,Sauce,2020,S1,guanaco,1.0,0-S1- (48).JPG,2020-02-09,14:33,Muestreo ct sauce/CT S 2020/S1/0-S1- (48).JPG,True,False,True,Mamifero Herbivoro
46,46,Sauce,2020,S1,guanaco,3.0,0-S1- (49).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (49).JPG,True,False,True,Mamifero Herbivoro
47,47,Sauce,2020,S1,guanaco,3.0,0-S1- (50).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (50).JPG,True,False,True,Mamifero Herbivoro
48,48,Sauce,2020,S1,guanaco,3.0,0-S1- (51).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (51).JPG,True,False,True,Mamifero Herbivoro
49,49,Sauce,2020,S1,guanaco,3.0,0-S1- (52).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (52).JPG,True,False,True,Mamifero Herbivoro
50,50,Sauce,2020,S1,guanaco,3.0,0-S1- (53).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (53).JPG,True,False,True,Mamifero Herbivoro
51,51,Sauce,2020,S1,guanaco,3.0,0-S1- (54).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (54).JPG,True,False,True,Mamifero Herbivoro
52,52,Sauce,2020,S1,guanaco,3.0,0-S1- (55).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (55).JPG,True,False,True,Mamifero Herbivoro
53,53,Sauce,2020,S1,guanaco,3.0,0-S1- (56).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (56).JPG,True,False,True,Mamifero Herbivoro
54,54,Sauce,2020,S1,guanaco,3.0,0-S1- (57).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (57).JPG,True,False,True,Mamifero Herbivoro
55,55,Sauce,2020,S1,guanaco,3.0,0-S1- (58).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (58).JPG,True,False,True,Mamifero Herbivoro
56,56,Sauce,2020,S1,guanaco,2.0,0-S1- (59).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (59).JPG,True,False,True,Mamifero Herbivoro
57,57,Sauce,2020,S1,guanaco,2.0,0-S1- (60).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (60).JPG,True,False,True,Mamifero Herbivoro
58,58,Sauce,2020,S1,guanaco,2.0,0-S1- (61).JPG,2020-02-09,14:44,Muestreo ct sauce/CT S 2020/S1/0-S1- (61).JPG,True,False,True,Mamifero Herbivoro
59,59,Sauce,2020,S1,guanaco,2.0,0-S1- (62).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (62).JPG,True,False,True,Mamifero Herbivoro
60,60,Sauce,2020,S1,guanaco,2.0,0-S1- (63).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (63).JPG,True,False,True,Mamifero Herbivoro
61,61,Sauce,2020,S1,guanaco,2.0,0-S1- (64).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (64).JPG,True,False,True,Mamifero Herbivoro
62,62,Sauce,2020,S1,guanaco,2.0,0-S1- (65).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (65).JPG,True,False,True,Mamifero Herbivoro
63,63,Sauce,2020,S1,guanaco,2.0,0-S1- (66).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (66).JPG,True,False,True,Mamifero Herbivoro
64,64,Sauce,2020,S1,guanaco,2.0,0-S1- (67).JPG,2020-02-09,14:45,Muestreo ct sauce/CT S 2020/S1/0-S1- (67).JPG,True,False,True,Mamifero Herbivoro
65,65,Sauce,2020,S1,guanaco,1.0,0-S1- (68).JPG,2020-02-09,14:46,Muestreo ct sauce/CT S 2020/S1/0-S1- (68).JPG,True,False,True,Mamifero Herbivoro
66,66,Sauce,2020,S1,guanaco,1.0,0-S1- (69).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (69).JPG,True,False,True,Mamifero Herbivoro
67,67,Sauce,2020,S1,guanaco,1.0,0-S1- (70).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (70).JPG,True,False,True,Mamifero Herbivoro
68,68,Sauce,2020,S1,guanaco,1.0,0-S1- (71).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (71).JPG,True,False,True,Mamifero Herbivoro
69,69,Sauce,2020,S1,guanaco,2.0,0-S1- (72).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (72).JPG,True,False,True,Mamifero Herbivoro
70,70,Sauce,2020,S1,guanaco,2.0,0-S1- (73).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (73).JPG,True,False,True,Mamifero Herbivoro
71,71,Sauce,2020,S1,guanaco,2.0,0-S1- (74).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (74).JPG,True,False,True,Mamifero Herbivoro
72,72,Sauce,2020,S1,guanaco,2.0,0-S1- (75).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (75).JPG,True,False,True,Mamifero Herbivoro
73,73,Sauce,2020,S1,guanaco,2.0,0-S1- (1).JPG,2020-02-09,14:47,Muestreo ct sauce/CT S 2020/S1/0-S1- (1).JPG,True,False,True,Mamifero Herbivoro
74,74,Sauce,2020,S1,guanaco,1.0,IMG_0001.JPG,2020-02-11,10:12,Muestreo ct sauce/CT S 2020/S1/IMG_0001.JPG,True,True,True,Mamifero Herbivoro
75,75,Sauce,2020,S1,guanaco,1.0,IMG_0005.JPG,2020-02-11,10:12,Muestreo ct sauce/CT S 2020/S1/IMG_0005.JPG,True,False,True,Mamifero Herbivoro
76,76,Sauce,2020,S1,guanaco,1.0,IMG_0006.JPG,2020-02-11,10:13,Muestreo ct sauce/CT S 2020/S1/IMG_0006.JPG,True,False,True,Mamifero Herbivoro
77,77,Sauce,2020,S1,guanaco,1.0,IMG_0011.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0011.JPG,True,False,True,Mamifero Herbivoro
78,78,Sauce,2020,S1,guanaco,1.0,IMG_0012.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0012.JPG,True,False,True,Mamifero Herbivoro
79,79,Sauce,2020,S1,guanaco,1.0,IMG_0013.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0013.JPG,True,False,True,Mamifero Herbivoro
80,80,Sauce,2020,S1,guanaco,1.0,IMG_0014.JPG,2020-02-11,10:38,Muestreo ct sauce/CT S 2020/S1/IMG_0014.JPG,True,False,True,Mamifero Herbivoro
81,81,Sauce,2020,S1,guanaco,3.0,IMG_0021.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0021.JPG,True,False,True,Mamifero Herbivoro
82,82,Sauce,2020,S1,guanaco,3.0,IMG_0022.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0022.JPG,True,False,True,Mamifero Herbivoro
83,83,Sauce,2020,S1,guanaco,3.0,IMG_0023.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0023.JPG,True,False,True,Mamifero Herbivoro
84,84,Sauce,2020,S1,guanaco,3.0,IMG_0024.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0024.JPG,True,False,True,Mamifero Herbivoro
85,85,Sauce,2020,S1,guanaco,3.0,IMG_0025.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0025.JPG,True,False,True,Mamifero Herbivoro
86,86,Sauce,2020,S1,guanaco,3.0,IMG_0026.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0026.JPG,True,False,True,Mamifero Herbivoro
87,87,Sauce,2020,S1,guanaco,3.0,IMG_0027.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0027.JPG,True,False,True,Mamifero Herbivoro
88,88,Sauce,2020,S1,guanaco,3.0,IMG_0028.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0028.JPG,True,False,True,Mamifero Herbivoro
89,89,Sauce,2020,S1,guanaco,3.0,IMG_0029.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0029.JPG,True,False,True,Mamifero Herbivoro
90,90,Sauce,2020,S1,guanaco,3.0,IMG_0030.JPG,2020-02-12,07:52,Muestreo ct sauce/CT S 2020/S1/IMG_0030.JPG,True,True,True,Mamifero Herbivoro
91,91,Sauce,2020,S1,guanaco,3.0,IMG_0031.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0031.JPG,True,False,True,Mamifero Herbivoro
92,92,Sauce,2020,S1,guanaco,3.0,IMG_0032.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0032.JPG,True,True,True,Mamifero Herbivoro
93,93,Sauce,2020,S1,guanaco,3.0,IMG_0033.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0033.JPG,True,False,True,Mamifero Herbivoro
94,94,Sauce,2020,S1,guanaco,2.0,IMG_0034.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0034.JPG,True,False,True,Mamifero Herbivoro
95,95,Sauce,2020,S1,guanaco,2.0,IMG_0035.JPG,2020-02-12,07:53,Muestreo ct sauce/CT S 2020/S1/IMG_0035.JPG,True,False,True,Mamifero Herbivoro
96,96,Sauce,2020,S1,guanaco,2.0,IMG_0036.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0036.JPG,True,False,True,Mamifero Herbivoro
97,97,Sauce,2020,S1,guanaco,2.0,IMG_0037.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0037.JPG,True,False,True,Mamifero Herbivoro
98,98,Sauce,2020,S1,guanaco,2.0,IMG_0038.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0038.JPG,True,False,True,Mamifero Herbivoro
99,99,Sauce,2020,S1,guanaco,2.0,IMG_0039.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0039.JPG,True,False,True,Mamifero Herbivoro
100,100,Sauce,2020,S1,guanaco,2.0,IMG_0040.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0040.JPG,True,False,True,Mamifero Herbivoro
101,101,Sauce,2020,S1,guanaco,2.0,IMG_0041.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0041.JPG,True,False,True,Mamifero Herbivoro
102,102,Sauce,2020,S1,guanaco,2.0,IMG_0042.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0042.JPG,True,False,True,Mamifero Herbivoro
103,103,Sauce,2020,S1,guanaco,2.0,IMG_0043.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0043.JPG,True,False,True,Mamifero Herbivoro
104,104,Sauce,2020,S1,guanaco,2.0,IMG_0044.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0044.JPG,True,False,True,Mamifero Herbivoro
105,105,Sauce,2020,S1,guanaco,2.0,IMG_0045.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0045.JPG,True,False,True,Mamifero Herbivoro
106,106,Sauce,2020,S1,guanaco,2.0,IMG_0046.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0046.JPG,True,False,True,Mamifero Herbivoro
107,107,Sauce,2020,S1,guanaco,2.0,IMG_0047.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0047.JPG,True,False,True,Mamifero Herbivoro
108,108,Sauce,2020,S1,guanaco,2.0,IMG_0048.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0048.JPG,True,False,True,Mamifero Herbivoro
109,109,Sauce,2020,S1,guanaco,2.0,IMG_0049.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0049.JPG,True,False,True,Mamifero Herbivoro
110,110,Sauce,2020,S1,guanaco,2.0,IMG_0050.JPG,2020-02-12,08:18,Muestreo ct sauce/CT S 2020/S1/IMG_0050.JPG,True,True,True,Mamifero Herbivoro
111,111,Sauce,2020,S1,guanaco,2.0,IMG_0051.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0051.JPG,True,False,True,Mamifero Herbivoro
112,112,Sauce,2020,S1,guanaco,2.0,IMG_0052.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0052.JPG,True,False,True,Mamifero Herbivoro
113,113,Sauce,2020,S1,guanaco,2.0,IMG_0053.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0053.JPG,True,False,True,Mamifero Herbivoro
114,114,Sauce,2020,S1,guanaco,2.0,IMG_0054.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0054.JPG,True,False,True,Mamifero Herbivoro
115,115,Sauce,2020,S1,guanaco,2.0,IMG_0055.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0055.JPG,True,False,True,Mamifero Herbivoro
116,116,Sauce,2020,S1,guanaco,2.0,IMG_0056.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0056.JPG,True,False,True,Mamifero Herbivoro
117,117,Sauce,2020,S1,guanaco,2.0,IMG_0057.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0057.JPG,True,False,True,Mamifero Herbivoro
118,118,Sauce,2020,S1,guanaco,2.0,IMG_0058.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0058.JPG,True,False,True,Mamifero Herbivoro
119,119,Sauce,2020,S1,guanaco,2.0,IMG_0059.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0059.JPG,True,False,True,Mamifero Herbivoro
120,120,Sauce,2020,S1,guanaco,1.0,IMG_0060.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0060.JPG,True,False,True,Mamifero Herbivoro
121,121,Sauce,2020,S1,guanaco,1.0,IMG_0061.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0061.JPG,True,False,True,Mamifero Herbivoro
122,122,Sauce,2020,S1,guanaco,1.0,IMG_0062.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0062.JPG,True,False,True,Mamifero Herbivoro
123,123,Sauce,2020,S1,guanaco,1.0,IMG_0063.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0063.JPG,True,False,True,Mamifero Herbivoro
124,124,Sauce,2020,S1,guanaco,1.0,IMG_0064.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0064.JPG,True,False,True,Mamifero Herbivoro
125,125,Sauce,2020,S1,guanaco,1.0,IMG_0065.JPG,2020-02-12,08:19,Muestreo ct sauce/CT S 2020/S1/IMG_0065.JPG,True,False,True,Mamifero Herbivoro
126,126,Sauce,2020,S1,guanaco,2.0,IMG_0066.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0066.JPG,True,False,True,Mamifero Herbivoro
127,127,Sauce,2020,S1,guanaco,2.0,IMG_0067.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0067.JPG,True,False,True,Mamifero Herbivoro
128,128,Sauce,2020,S1,guanaco,2.0,IMG_0068.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0068.JPG,True,False,True,Mamifero Herbivoro
129,129,Sauce,2020,S1,guanaco,2.0,IMG_0069.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0069.JPG,True,False,True,Mamifero Herbivoro
130,130,Sauce,2020,S1,guanaco,2.0,IMG_0070.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0070.JPG,True,False,True,Mamifero Herbivoro
131,131,Sauce,2020,S1,guanaco,2.0,IMG_0071.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0071.JPG,True,True,True,Mamifero Herbivoro
132,132,Sauce,2020,S1,guanaco,2.0,IMG_0072.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0072.JPG,True,False,True,Mamifero Herbivoro
133,133,Sauce,2020,S1,guanaco,2.0,IMG_0073.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0073.JPG,True,False,True,Mamifero Herbivoro
134,134,Sauce,2020,S1,guanaco,2.0,IMG_0074.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0074.JPG,True,False,True,Mamifero Herbivoro
135,135,Sauce,2020,S1,guanaco,2.0,IMG_0075.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0075.JPG,True,False,True,Mamifero Herbivoro
136,136,Sauce,2020,S1,guanaco,2.0,IMG_0076.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0076.JPG,True,False,True,Mamifero Herbivoro
137,137,Sauce,2020,S1,guanaco,2.0,IMG_0077.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0077.JPG,True,True,True,Mamifero Herbivoro
138,138,Sauce,2020,S1,guanaco,2.0,IMG_0078.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0078.JPG,True,False,True,Mamifero Herbivoro
139,139,Sauce,2020,S1,guanaco,2.0,IMG_0079.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0079.JPG,True,False,True,Mamifero Herbivoro
140,140,Sauce,2020,S1,guanaco,2.0,IMG_0080.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0080.JPG,True,False,True,Mamifero Herbivoro
141,141,Sauce,2020,S1,guanaco,2.0,IMG_0081.JPG,2020-02-12,08:21,Muestreo ct sauce/CT S 2020/S1/IMG_0081.JPG,True,False,True,Mamifero Herbivoro
