,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Especie,Cantidad_proba,Cantidad,Validar,Validado
2374,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (14).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (14).JPG,2023-02-19,11:59:01,0.0,0,,,,,,False,0
4662,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (13).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (13).JPG,2023-02-19,11:59:01,0.0,0,,,,,,False,0
225,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (15).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (15).JPG,2023-02-19,11:59:02,0.0,0,,,,,,False,0
394,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (16).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (16).JPG,2023-02-19,12:00:08,0.0,0,,,,,,False,0
4395,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (18).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (18).JPG,2023-02-19,12:00:08,0.0,0,,,,,,False,0
6498,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (17).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (17).JPG,2023-02-19,12:00:08,0.0,0.0,,,,,,False,0.0
1973,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (19).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (19).JPG,2023-02-19,12:04:32,0.0,0,,,,,,False,0
1237,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (21).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (21).JPG,2023-02-19,12:04:33,0.0,0,,,,,,False,0
3628,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (20).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (20).JPG,2023-02-19,12:04:33,0.0,0,,,,,,False,0
118,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (22).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (22).JPG,2023-02-19,12:06:41,0.0,0,,,,,,False,0
3309,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (23).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (23).JPG,2023-02-19,12:06:41,0.0,0,,,,,,False,0
854,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (24).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (24).JPG,2023-02-19,12:06:42,0.0,0,,,,,,False,0
1498,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (27).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (27).JPG,2023-02-19,12:08:15,0.0,0,,,,,,False,0
2734,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (25).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (25).JPG,2023-02-19,12:08:15,0.0,0,,,,,,False,0
3560,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (26).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (26).JPG,2023-02-19,12:08:15,0.0,0,,,,,,False,0
3936,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (28).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (28).JPG,2023-02-19,12:10:36,0.0,0,,,,,,False,0
5067,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (29).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (29).JPG,2023-02-19,12:10:36,0.0,0,,,,,,False,0
5538,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (30).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (30).JPG,2023-02-19,12:10:36,0.0,0,,,,,,False,0
3239,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (31).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (31).JPG,2023-02-19,12:12:38,0.0,0,,,,,,False,0
429,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (33).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (33).JPG,2023-02-19,12:12:39,0.0,0,,,,,,False,0
2864,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (32).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (32).JPG,2023-02-19,12:12:39,0.0,0,,,,,,False,0
5779,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (35).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (35).JPG,2023-02-19,12:13:09,0.0,0,,,,,,False,0
6245,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (36).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (36).JPG,2023-02-19,12:13:09,0.0,0.0,,,,,,False,0.0
6319,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (34).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (34).JPG,2023-02-19,12:13:09,0.0,0.0,,,,,,False,0.0
3156,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (38).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (38).JPG,2023-02-19,12:13:13,0.0,0,,,,,,False,0
3334,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (37).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (37).JPG,2023-02-19,12:13:13,0.0,0,,,,,,False,0
6372,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (39).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (39).JPG,2023-02-19,12:13:14,0.0,0.0,,,,,,False,0.0
5481,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (40).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (40).JPG,2023-02-19,12:14:28,0.0,0,,,,,,False,0
3605,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (42).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (42).JPG,2023-02-19,12:14:29,0.0,0,,,,,,False,0
4857,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (41).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (41).JPG,2023-02-19,12:14:29,0.0,0,,,,,,False,0
250,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (43).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (43).JPG,2023-02-19,12:20:11,0.0,0,,,,,,False,0
495,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (45).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (45).JPG,2023-02-19,12:20:11,0.0,0,,,,,,False,0
1548,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (44).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (44).JPG,2023-02-19,12:20:11,0.0,0,,,,,,False,0
140,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (47).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (47).JPG,2023-02-19,12:20:27,0.0,0,,,,,,False,0
4841,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (46).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (46).JPG,2023-02-19,12:20:27,0.0,0,,,,,,False,0
455,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (48).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (48).JPG,2023-02-19,12:20:28,0.0,0,,,,,,False,0
5345,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (49).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (49).JPG,2023-02-19,12:21:00,0.0,0,,,,,,False,0
3620,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (51).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (51).JPG,2023-02-19,12:21:01,0.0,0,,,,,,False,0
5669,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (50).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (50).JPG,2023-02-19,12:21:01,0.0,0,,,,,,False,0
1205,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (54).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (54).JPG,2023-02-19,12:21:12,0.0,0,,,,,,False,0
5334,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (53).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (53).JPG,2023-02-19,12:21:12,0.0,0,,,,,,False,0
6110,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (52).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (52).JPG,2023-02-19,12:21:12,0.0,0.0,,,,,,False,0.0
1219,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (56).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (56).JPG,2023-02-19,12:21:34,0.0,0,,,,,,False,0
1691,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (57).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (57).JPG,2023-02-19,12:21:34,0.0,0,,,,,,False,0
5943,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (55).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (55).JPG,2023-02-19,12:21:34,0.0,0,,,,,,False,0
6235,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (58).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (58).JPG,2023-02-19,12:22:57,0.0,0.0,,,,,,False,0.0
2533,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (60).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (60).JPG,2023-02-19,12:22:58,0.0,0,,,,,,False,0
4730,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (59).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (59).JPG,2023-02-19,12:22:58,0.0,0,,,,,,False,0
489,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (62).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (62).JPG,2023-02-19,12:23:17,0.0,0,,,,,,False,0
770,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (61).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (61).JPG,2023-02-19,12:23:17,0.0,0,,,,,,False,0
2719,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (63).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (63).JPG,2023-02-19,12:23:18,0.0,0,,,,,,False,0
4900,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (64).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (64).JPG,2023-02-19,12:25:23,0.0,0,,,,,,False,0
3821,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (66).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (66).JPG,2023-02-19,12:25:24,0.0,0,,,,,,False,0
6168,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (65).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (65).JPG,2023-02-19,12:25:24,0.0,0.0,,,,,,False,0.0
4657,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (67).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (67).JPG,2023-02-19,12:25:38,0.0,0,,,,,,False,0
3328,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (68).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (68).JPG,2023-02-19,12:25:39,0.0,0,,,,,,False,0
5416,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (69).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (69).JPG,2023-02-19,12:25:39,0.0,0,,,,,,False,0
1066,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (71).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (71).JPG,2023-02-19,12:26:02,0.0,0,,,,,,False,0
4827,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (70).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (70).JPG,2023-02-19,12:26:02,0.0,0,,,,,,False,0
4001,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (72).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (72).JPG,2023-02-19,12:26:03,0.0,0,,,,,,False,0
6340,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (73).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (73).JPG,2023-02-19,12:28:38,0.0,0.0,,,,,,False,0.0
