Unnamed: 0,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Validar,Validado,Especie,Cantidad
43,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\0-S1- (21).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (21).JPG,2020-02-07,13:51:58,0.99513865,1,0.9488136,1.0,False,1,Guanaco,1.0
44,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\0-S1- (26).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (26).JPG,2020-02-09,12:47:43,0.99680024,1,0.97561496,1.0,False,1,Guanaco,1.0
37,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\0-S1- (1).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (1).JPG,2020-02-09,14:47:11,0.9922831,1,0.9935647,1.0,False,1,Guanaco,1.0
50,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\IMG_0011.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0011.JPG,2020-02-11,10:38:28,1.0,1,0.9682223,1.0,False,1,Guanaco,1.0
51,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\IMG_0022.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0022.JPG,2020-02-12,07:52:40,1.0,1,0.88555914,1.0,True,0,,
52,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\IMG_0023.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0023.JPG,2020-02-12,07:52:41,1.0,1,0.8661023,1.0,True,0,,
53,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S1\IMG_0025.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0025.JPG,2020-02-12,07:52:45,1.0,1,0.81340045,1.0,True,0,,
54,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S14\S14 - (291).JPG,Muestreo ct sauce,CT S 2020,S14,,S14 - (291).JPG,2020-02-10,14:53:53,0.9991006,1,0.67091084,1.0,True,0,,
55,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S14\S14 - (294).JPG,Muestreo ct sauce,CT S 2020,S14,,S14 - (294).JPG,2020-02-10,14:53:59,0.99967366,1,0.6586332,1.0,True,0,,
60,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S15\S15 - (96).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (96).JPG,2020-02-06,21:42:23,1.0,1,0.56585026,1.0,True,0,,
58,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S15\S15 - (106).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (106).JPG,2020-02-07,08:14:49,1.0,1,0.008107132,0.0,True,0,,
59,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S15\S15 - (111).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (111).JPG,2020-02-07,21:42:40,1.0,1,0.87614197,1.0,True,0,,
56,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S15\IMG_0191.JPG,Muestreo ct sauce,CT S 2020,S15,,IMG_0191.JPG,2020-02-15,21:57:56,0.99999994,1,0.00010663732,0.0,True,0,,
57,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S15\IMG_0193.JPG,Muestreo ct sauce,CT S 2020,S15,,IMG_0193.JPG,2020-02-15,21:58:00,1.0,1,3.823812e-05,0.0,True,0,,
74,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2022\S15\IMG_1209.JPG,Muestreo ct sauce,CT S 2022,S15,,IMG_1209.JPG,2022-03-12,18:07:07,1.0,1,0.93242276,1.0,False,1,Guanaco,1.0
75,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2022\S15\IMG_1211.JPG,Muestreo ct sauce,CT S 2022,S15,,IMG_1211.JPG,2022-03-12,18:07:36,1.0,1,0.9274049,1.0,False,1,Guanaco,1.0
61,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\IMG_0746.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0746.JPG,2020-02-22,00:08:49,0.9999987,1,0.75422186,1.0,True,0,,
62,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\IMG_0836.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0836.JPG,2020-02-22,23:01:55,1.0,1,0.9695172,1.0,False,1,Guanaco,1.0
63,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\IMG_0841.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0841.JPG,2020-02-22,23:07:48,0.99999976,1,0.7041856,1.0,True,0,,
64,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\IMG_0866.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0866.JPG,2020-02-23,00:53:09,0.99994045,1,0.55692726,1.0,True,0,,
65,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\z-S16 (509).JPG,Muestreo ct sauce,CT S 2020,S16,,z-S16 (509).JPG,2020-02-27,20:05:13,0.99989355,1,0.2982877,0.0,True,0,,
66,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S16\z-S16 (890).JPG,Muestreo ct sauce,CT S 2020,S16,,z-S16 (890).JPG,2020-02-29,20:27:16,0.99997646,1,0.46967635,0.0,True,0,,
67,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S17\IMG_0301.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_0301.JPG,2020-02-21,19:23:06,0.9999941,1,0.8456799,1.0,True,0,,
68,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S17\IMG_0321.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_0321.JPG,2020-02-21,19:59:38,0.99892014,1,0.8244445,1.0,True,0,,
69,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S17\IMG_3317.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3317.JPG,2020-02-22,05:50:27,1.0,1,0.39591038,0.0,True,0,,
70,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S17\IMG_3357.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3357.JPG,2020-02-22,08:48:23,0.99986833,1,0.23179996,0.0,True,0,,
71,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2020\S17\IMG_3362.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3362.JPG,2020-02-22,09:06:38,0.9999927,1,0.0028854928,0.0,True,0,,
76,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2022\S18\1 - S18 - (2).JPG,Muestreo ct sauce,CT S 2022,S18,,1 - S18 - (2).JPG,2022-02-19,18:05:37,0.9999997,1,0.77713436,1.0,True,0,,
77,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2022\S18\1 - S18 - (7).JPG,Muestreo ct sauce,CT S 2022,S18,,1 - S18 - (7).JPG,2022-02-21,15:11:20,1.0,1,0.70429415,1.0,True,0,,
91,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (9).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (9).JPG,2023-02-19,11:57:53,0.0,0,,,False,1,Guanaco,1.0
78,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (24).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (24).JPG,2023-02-19,12:06:42,0.0,0,,,False,1,Guanaco,1.0
79,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (25).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (25).JPG,2023-02-19,12:08:15,0.0,0,,,False,1,Guanaco,1.0
87,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (68).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (68).JPG,2023-02-19,12:25:39,0.0,0,,,False,1,Guanaco,1.0
88,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (70).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (70).JPG,2023-02-19,12:26:02,0.0,0,,,False,1,Guanaco,1.0
80,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (263).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (263).JPG,2023-02-19,13:15:23,0.0,0,,,False,1,Guanaco,1.0
81,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (275).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (275).JPG,2023-02-19,13:18:46,0.0,0,,,False,1,Guanaco,1.0
82,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (276).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (276).JPG,2023-02-19,13:18:46,0.0,0,,,False,1,Guanaco,1.0
85,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (316).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (316).JPG,2023-02-19,13:30:57,0.0,0,,,False,1,Guanaco,1.0
86,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (317).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (317).JPG,2023-02-19,13:30:58,0.0,0,,,False,1,Guanaco,1.0
89,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (851).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (851).JPG,2023-02-19,19:48:37,6.385724e-30,0,,,False,1,Guanaco,1.0
90,C:/Users/Ignacio/Documents/ITBA/analítica/proyecto_final/interfaces_de_usuario/imagenes_test\Muestreo ct sauce\CT S 2023\S4\S4-a- (862).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (862).JPG,2023-02-20,08:12:44,0.0,0,,,False,1,Guanaco,1.0
