,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Especie,Cantidad_proba,Cantidad,Validar,Validado
85,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0184.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0184.JPG,2023-02-11,12:44:03,1.2955417e-10,0,,,,,,False,0
69,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0005.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0005.JPG,2023-02-11,18:07:32,0.9999848,1,0.2522240877151489,0.0,,,,True,0
19,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0006.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0006.JPG,2023-02-11,18:07:34,0.99997425,1,0.24255216121673584,0.0,,,,True,0
21,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0010.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0010.JPG,2023-02-13,20:15:44,0.8257598,1,,,,,,True,0
25,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0012.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0012.JPG,2023-02-13,20:15:47,0.7206371,1,,,,,,True,0
15,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0021.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0021.JPG,2023-02-15,01:57:36,0.28722247,0,,,,,,True,0
38,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0040.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0040.JPG,2023-02-19,08:57:34,0.9893086,1,0.20950239896774292,0.0,,,,True,0
8,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0041.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0041.JPG,2023-02-19,08:57:35,0.9890664,1,0.16628484427928925,0.0,,,,True,0
20,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0055.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0055.JPG,2023-02-19,09:53:07,0.9997382,1,0.6859549283981323,1.0,,,,True,0
84,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0066.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0066.JPG,2023-02-19,17:27:46,0.99998933,1,0.6356813311576843,1.0,,,,True,0
42,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0084.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0084.JPG,2023-02-19,17:47:48,0.9999547,1,0.4171029031276703,0.0,,,,True,0
30,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib3/IMG_0159.JPG,Muestreo ct Iberica,2023,Ib3,,IMG_0159.JPG,2023-05-31,05:41:03,0.8666621,1,,,,,,True,0
18,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0048.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0048.JPG,2023-02-07,15:29:21,1.4496345e-06,0,,,,,,False,0
3,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0122.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0122.JPG,2023-02-23,15:36:35,0.0003609992,0,,,,,,False,0
23,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0138.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0138.JPG,2023-03-01,15:05:28,8.0759285e-08,0,,,,,,False,0
80,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0158.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0158.JPG,2023-03-03,17:19:00,2.8626874e-09,0,,,,,,False,0
1,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0164.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0164.JPG,2023-03-03,17:19:45,7.874129e-09,0,,,,,,False,0
88,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0167.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0167.JPG,2023-03-03,17:19:57,3.1231148e-10,0,,,,,,False,0
41,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0173.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0173.JPG,2023-03-03,17:21:49,5.7053878e-08,0,,,,,,False,0
76,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct Iberica/2023/Ib7/IMG_0177.JPG,Muestreo ct Iberica,2023,Ib7,,IMG_0177.JPG,2023-03-11,09:52:25,5.9804064e-11,0,,,,,,False,0
93,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (3).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (3).JPG,2020-02-05,20:46:19,1.0,1,0.8031034469604492,1.0,Guanaco,0.9426120519638062,1.0,False,0
90,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (4).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (4).JPG,2020-02-05,20:47:07,1.0,1,0.7284134030342102,1.0,Guanaco,0.9517704844474792,1.0,False,0
92,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (5).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (5).JPG,2020-02-05,20:47:11,0.9999995,1,0.6770362257957458,1.0,,,,True,0
63,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (6).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (6).JPG,2020-02-05,20:47:14,0.99999934,1,0.6319682002067566,1.0,,,,True,0
71,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (7).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (7).JPG,2020-02-05,20:51:46,1.0,1,0.7464920282363892,1.0,Guanaco,0.22834867238998413,0.0,True,0
67,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (10).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (10).JPG,2020-02-05,20:51:56,0.9999992,1,0.6385618448257446,1.0,,,,True,0
6,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (11).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (11).JPG,2020-02-05,20:51:59,0.9999997,1,0.6224729418754578,1.0,,,,True,0
57,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (17).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (17).JPG,2020-02-07,08:29:38,1.0,1,0.9719302654266357,1.0,Guanaco,0.947492241859436,1.0,False,0
77,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (18).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (18).JPG,2020-02-07,13:51:51,0.71525174,1,,,,,,True,0
94,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (19).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (19).JPG,2020-02-07,13:51:53,0.99577284,1,0.948320209980011,1.0,Guanaco,0.9435491561889648,1.0,False,0
98,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (21).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (21).JPG,2020-02-07,13:51:58,0.99513865,1,0.9488136172294617,1.0,Guanaco,0.885489284992218,1.0,False,0
45,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (26).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (26).JPG,2020-02-09,12:47:43,0.99680024,1,0.9756149649620056,1.0,Guanaco,0.9596401453018188,1.0,False,0
99,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/0-S1- (1).JPG,Muestreo ct sauce,CT S 2020,S1,,0-S1- (1).JPG,2020-02-09,14:47:11,0.9922831,1,0.9935647249221802,1.0,Guanaco,0.0735616683959961,0.0,True,0
96,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/IMG_0011.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0011.JPG,2020-02-11,10:38:28,1.0,1,0.9682222604751587,1.0,Guanaco,0.9607189297676086,1.0,False,0
36,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/IMG_0022.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0022.JPG,2020-02-12,07:52:40,1.0,1,0.8855591416358948,1.0,Guanaco,0.9324851036071777,1.0,False,0
44,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/IMG_0023.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0023.JPG,2020-02-12,07:52:41,1.0,1,0.8661022186279297,1.0,Guanaco,0.9358654618263245,1.0,False,0
95,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S1/IMG_0025.JPG,Muestreo ct sauce,CT S 2020,S1,,IMG_0025.JPG,2020-02-12,07:52:45,1.0,1,0.8134004473686218,1.0,Guanaco,0.905491292476654,1.0,False,0
79,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S14/S14 - (291).JPG,Muestreo ct sauce,CT S 2020,S14,,S14 - (291).JPG,2020-02-10,14:53:53,0.9991006,1,0.6709108948707581,1.0,,,,True,0
5,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S14/S14 - (294).JPG,Muestreo ct sauce,CT S 2020,S14,,S14 - (294).JPG,2020-02-10,14:53:59,0.99967366,1,0.6586329936981201,1.0,,,,True,0
7,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S15/S15 - (96).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (96).JPG,2020-02-06,21:42:23,1.0,1,0.5658502578735352,1.0,,,,True,0
37,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S15/S15 - (106).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (106).JPG,2020-02-07,08:14:49,1.0,1,0.00810712855309248,0.0,,,,True,0
86,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S15/S15 - (111).JPG,Muestreo ct sauce,CT S 2020,S15,,S15 - (111).JPG,2020-02-07,21:42:40,1.0,1,0.8761420845985413,1.0,Guanaco,0.8644262552261353,1.0,False,0
16,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S15/IMG_0191.JPG,Muestreo ct sauce,CT S 2020,S15,,IMG_0191.JPG,2020-02-15,21:57:56,0.99999994,1,0.00010663721332093701,0.0,,,,True,0
40,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S15/IMG_0193.JPG,Muestreo ct sauce,CT S 2020,S15,,IMG_0193.JPG,2020-02-15,21:58:00,1.0,1,3.8238045817706734e-05,0.0,,,,True,0
54,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/IMG_0746.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0746.JPG,2020-02-22,00:08:49,0.9999987,1,0.7542217969894409,1.0,Guanaco,0.3177000880241394,0.0,True,0
39,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/IMG_0836.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0836.JPG,2020-02-22,23:01:55,1.0,1,0.969517171382904,1.0,Guanaco,0.8790645003318787,1.0,False,0
83,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/IMG_0841.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0841.JPG,2020-02-22,23:07:48,0.99999976,1,0.7041856050491333,1.0,,,,True,0
91,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/IMG_0866.JPG,Muestreo ct sauce,CT S 2020,S16,,IMG_0866.JPG,2020-02-23,00:53:09,0.99994045,1,0.5569272041320801,1.0,,,,True,0
46,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/z-S16 (509).JPG,Muestreo ct sauce,CT S 2020,S16,,z-S16 (509).JPG,2020-02-27,20:05:13,0.99989355,1,0.29828768968582153,0.0,,,,True,0
75,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S16/z-S16 (890).JPG,Muestreo ct sauce,CT S 2020,S16,,z-S16 (890).JPG,2020-02-29,20:27:16,0.99997646,1,0.4696764051914215,0.0,,,,True,0
66,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S17/IMG_0301.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_0301.JPG,2020-02-21,19:23:06,0.9999941,1,0.845679759979248,1.0,Guanaco,0.22703081369400024,0.0,True,0
97,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S17/IMG_0321.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_0321.JPG,2020-02-21,19:59:38,0.99892014,1,0.824444591999054,1.0,Guanaco,0.22237157821655273,0.0,True,0
89,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S17/IMG_3317.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3317.JPG,2020-02-22,05:50:27,1.0,1,0.3959103226661682,0.0,,,,True,0
4,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S17/IMG_3357.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3357.JPG,2020-02-22,08:48:23,0.99986833,1,0.2317998856306076,0.0,,,,True,0
24,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S17/IMG_3362.JPG,Muestreo ct sauce,CT S 2020,S17,,IMG_3362.JPG,2020-02-22,09:06:38,0.9999927,1,0.002885495312511921,0.0,,,,True,0
73,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S6/z-S6 (17).JPG,Muestreo ct sauce,CT S 2020,S6,,z-S6 (17).JPG,2020-03-08,15:55:41,0.8687917,1,,,,,,True,0
9,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2020/S9/IMG_0416.JPG,Muestreo ct sauce,CT S 2020,S9,,IMG_0416.JPG,2020-02-23,08:40:45,1.0,1,1.1876953749379027e-06,0.0,,,,True,0
48,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2022/S15/IMG_1209.JPG,Muestreo ct sauce,CT S 2022,S15,,IMG_1209.JPG,2022-03-12,18:07:07,1.0,1,0.9324228167533875,1.0,Guanaco,0.09958088397979736,0.0,True,0
78,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2022/S15/IMG_1211.JPG,Muestreo ct sauce,CT S 2022,S15,,IMG_1211.JPG,2022-03-12,18:07:36,1.0,1,0.9274048209190369,1.0,Guanaco,0.0854179859161377,0.0,True,0
35,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2022/S18/1 - S18 - (2).JPG,Muestreo ct sauce,CT S 2022,S18,,1 - S18 - (2).JPG,2022-02-19,18:05:37,0.9999997,1,0.7771342992782593,1.0,Guanaco,0.8960592150688171,1.0,False,0
14,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2022/S18/1 - S18 - (7).JPG,Muestreo ct sauce,CT S 2022,S18,,1 - S18 - (7).JPG,2022-02-21,15:11:20,1.0,1,0.7042940855026245,1.0,,,,True,0
65,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (9).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (9).JPG,2023-02-19,11:57:53,0.0,0,,,,,,False,0
28,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (24).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (24).JPG,2023-02-19,12:06:42,0.0,0,,,,,,False,0
58,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (25).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (25).JPG,2023-02-19,12:08:15,0.0,0,,,,,,False,0
62,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (68).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (68).JPG,2023-02-19,12:25:39,0.0,0,,,,,,False,0
2,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (70).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (70).JPG,2023-02-19,12:26:02,0.0,0,,,,,,False,0
32,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (263).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (263).JPG,2023-02-19,13:15:23,0.0,0,,,,,,False,0
43,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (276).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (276).JPG,2023-02-19,13:18:46,0.0,0,,,,,,False,0
82,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (275).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (275).JPG,2023-02-19,13:18:46,0.0,0,,,,,,False,0
55,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (316).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (316).JPG,2023-02-19,13:30:57,0.0,0,,,,,,False,0
17,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (317).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (317).JPG,2023-02-19,13:30:58,0.0,0,,,,,,False,0
13,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (851).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (851).JPG,2023-02-19,19:48:37,6.385676e-30,0,,,,,,False,0
22,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (862).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (862).JPG,2023-02-20,08:12:44,0.0,0,,,,,,False,0
34,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (2888).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2888).JPG,2023-02-25,11:02:39,0.0,0,,,,,,False,0
11,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-a- (2965).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2965).JPG,2023-02-25,11:37:44,0.0,0,,,,,,False,0
12,/Users/anoguera/Documents/GitHub/RewildingPA/InterfazUsuario/imagenes_test/Muestreo ct sauce/CT S 2023/S4/S4-b- (1289).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-b- (1289).JPG,2023-04-06,13:05:46,1.090335e-11,0,,,,,,False,0
